item_id,phase,condition,branch,layer,token_id,score,raw_rank
0,heldout,random_strong_preserved,confidence,38,99973,12.0625,29
0,heldout,random_strong_preserved,confidence,38,75075,2.796875,21763
0,heldout,random_strong_preserved,confidence,40,97817,9.625,102
0,heldout,random_strong_preserved,confidence,40,99973,12.3125,25
0,heldout,random_strong_preserved,confidence,40,75075,2.625,21638
0,heldout,random_strong_preserved,confidence,42,97817,10.0625,77
0,heldout,random_strong_preserved,confidence,42,99973,12.9375,17
0,heldout,random_strong_preserved,confidence,42,75075,2.75,18266
0,heldout,support_matched_alternative_preserved,correctness,38,97817,10.8125,82
0,heldout,support_matched_alternative_preserved,correctness,38,99973,11.4375,51
0,heldout,support_matched_alternative_preserved,correctness,38,75075,2.78125,19468
0,heldout,support_matched_alternative_preserved,correctness,40,97817,12.0625,48
0,heldout,support_matched_alternative_preserved,correctness,40,99973,12.5625,32
0,heldout,support_matched_alternative_preserved,correctness,40,75075,2.21875,24633
0,heldout,support_matched_alternative_preserved,correctness,42,97817,14.375,15
0,heldout,support_matched_alternative_preserved,correctness,42,99973,14.6875,11
0,heldout,support_matched_alternative_preserved,correctness,42,75075,1.40625,51169
0,heldout,support_matched_alternative_preserved,confidence,38,97817,9.375,110
0,heldout,support_matched_alternative_preserved,confidence,38,99973,12.125,28
0,heldout,support_matched_alternative_preserved,confidence,38,75075,2.78125,21818
0,heldout,support_matched_alternative_preserved,confidence,40,97817,9.5625,103
0,heldout,support_matched_alternative_preserved,confidence,40,99973,12.25,25
0,heldout,support_matched_alternative_preserved,confidence,40,75075,2.578125,22137
0,heldout,support_matched_alternative_preserved,confidence,42,97817,10.0,84
0,heldout,support_matched_alternative_preserved,confidence,42,99973,12.9375,15
0,heldout,support_matched_alternative_preserved,confidence,42,75075,2.65625,19106
0,heldout,alternative_random_preserved,correctness,38,97817,10.75,86
0,heldout,alternative_random_preserved,correctness,38,99973,11.375,53
0,heldout,alternative_random_preserved,correctness,38,75075,2.75,19736
0,heldout,alternative_random_preserved,correctness,40,97817,11.875,50
0,heldout,alternative_random_preserved,correctness,40,99973,12.4375,33
0,heldout,alternative_random_preserved,correctness,40,75075,2.203125,24150
0,heldout,alternative_random_preserved,correctness,42,97817,14.1875,16
0,heldout,alternative_random_preserved,correctness,42,99973,14.625,11
0,heldout,alternative_random_preserved,correctness,42,75075,1.4765625,48345
0,heldout,alternative_random_preserved,confidence,38,97817,9.3125,109
0,heldout,alternative_random_preserved,confidence,38,99973,12.0625,28
0,heldout,alternative_random_preserved,confidence,38,75075,2.8125,21426
0,heldout,alternative_random_preserved,confidence,40,97817,9.5,109
0,heldout,alternative_random_preserved,confidence,40,99973,12.1875,25
0,heldout,alternative_random_preserved,confidence,40,75075,2.609375,21769
0,heldout,alternative_random_preserved,confidence,42,97817,10.0,85
0,heldout,alternative_random_preserved,confidence,42,99973,12.9375,15
0,heldout,alternative_random_preserved,confidence,42,75075,2.765625,18063
0,heldout,targeted_strong_reset,correctness,38,97817,10.8125,81
0,heldout,targeted_strong_reset,correctness,38,99973,11.4375,50
0,heldout,targeted_strong_reset,correctness,38,75075,2.734375,20097
0,heldout,targeted_strong_reset,correctness,40,97817,11.9375,49
0,heldout,targeted_strong_reset,correctness,40,99973,12.5,33
0,heldout,targeted_strong_reset,correctness,40,75075,2.203125,24369
0,heldout,targeted_strong_reset,correctness,42,97817,14.25,15
0,heldout,targeted_strong_reset,correctness,42,99973,14.6875,10
0,heldout,targeted_strong_reset,correctness,42,75075,1.46875,48978
0,heldout,targeted_strong_reset,confidence,38,97817,9.3125,112
0,heldout,targeted_strong_reset,confidence,38,99973,12.0625,29
0,heldout,targeted_strong_reset,confidence,38,75075,2.78125,21807
0,heldout,targeted_strong_reset,confidence,40,97817,9.5625,105
0,heldout,targeted_strong_reset,confidence,40,99973,12.25,25
0,heldout,targeted_strong_reset,confidence,40,75075,2.609375,21631
0,heldout,targeted_strong_reset,confidence,42,97817,10.0625,79
0,heldout,targeted_strong_reset,confidence,42,99973,12.9375,16
0,heldout,targeted_strong_reset,confidence,42,75075,2.75,18127
0,heldout,clean_reset,correctness,38,97817,10.8125,81
0,heldout,clean_reset,correctness,38,99973,11.4375,50
0,heldout,clean_reset,correctness,38,75075,2.734375,20097
0,heldout,clean_reset,correctness,40,97817,11.9375,49
0,heldout,clean_reset,correctness,40,99973,12.5,33
0,heldout,clean_reset,correctness,40,75075,2.203125,24369
0,heldout,clean_reset,correctness,42,97817,14.25,15
0,heldout,clean_reset,correctness,42,99973,14.6875,10
0,heldout,clean_reset,correctness,42,75075,1.46875,48978
0,heldout,clean_reset,confidence,38,97817,9.3125,112
0,heldout,clean_reset,confidence,38,99973,12.0625,29
0,heldout,clean_reset,confidence,38,75075,2.78125,21807
0,heldout,clean_reset,confidence,40,97817,9.5625,105
0,heldout,clean_reset,confidence,40,99973,12.25,25
0,heldout,clean_reset,confidence,40,75075,2.609375,21631
0,heldout,clean_reset,confidence,42,97817,10.0625,79
0,heldout,clean_reset,confidence,42,99973,12.9375,16
0,heldout,clean_reset,confidence,42,75075,2.75,18127
0,heldout,targeted_weak_preserved,correctness,38,97817,10.75,83
0,heldout,targeted_weak_preserved,correctness,38,99973,11.4375,50
0,heldout,targeted_weak_preserved,correctness,38,75075,2.796875,19428
0,heldout,targeted_weak_preserved,correctness,40,97817,12.0,47
0,heldout,targeted_weak_preserved,correctness,40,99973,12.5,33
0,heldout,targeted_weak_preserved,correctness,40,75075,2.25,23940
0,heldout,targeted_weak_preserved,correctness,42,97817,14.25,15
0,heldout,targeted_weak_preserved,correctness,42,99973,14.6875,11
0,heldout,targeted_weak_preserved,correctness,42,75075,1.4765625,48837
0,heldout,targeted_weak_preserved,confidence,38,97817,9.3125,115
0,heldout,targeted_weak_preserved,confidence,38,99973,12.0625,28
0,heldout,targeted_weak_preserved,confidence,38,75075,2.796875,21757
0,heldout,targeted_weak_preserved,confidence,40,97817,9.5625,106
0,heldout,targeted_weak_preserved,confidence,40,99973,12.25,25
0,heldout,targeted_weak_preserved,confidence,40,75075,2.625,21660
0,heldout,targeted_weak_preserved,confidence,42,97817,10.0625,76
0,heldout,targeted_weak_preserved,confidence,42,99973,12.9375,15
0,heldout,targeted_weak_preserved,confidence,42,75075,2.71875,18510
2,heldout,clean_preserved,correctness,38,97817,10.9375,78
2,heldout,clean_preserved,correctness,38,99973,11.4375,58
2,heldout,clean_preserved,correctness,38,75075,2.8125,18571
2,heldout,clean_preserved,correctness,40,97817,12.1875,47
2,heldout,clean_preserved,correctness,40,99973,12.5625,37
2,heldout,clean_preserved,correctness,40,75075,2.296875,22422
2,heldout,clean_preserved,correctness,42,97817,14.625,12
2,heldout,clean_preserved,correctness,42,99973,14.875,10
2,heldout,clean_preserved,correctness,42,75075,1.671875,40535
2,heldout,clean_preserved,confidence,38,97817,9.625,97
2,heldout,clean_preserved,confidence,38,99973,12.3125,27
2,heldout,clean_preserved,confidence,38,75075,2.828125,21901
2,heldout,clean_preserved,confidence,40,97817,10.0,86
2,heldout,clean_preserved,confidence,40,99973,12.5625,23
2,heldout,clean_preserved,confidence,40,75075,2.65625,21833
2,heldout,clean_preserved,confidence,42,97817,10.3125,64
2,heldout,clean_preserved,confidence,42,99973,13.125,14
2,heldout,clean_preserved,confidence,42,75075,2.828125,17916
2,heldout,targeted_strong_preserved,correctness,38,97817,10.9375,77
2,heldout,targeted_strong_preserved,correctness,38,99973,11.4375,57
2,heldout,targeted_strong_preserved,correctness,38,75075,2.84375,18344
2,heldout,targeted_strong_preserved,correctness,40,97817,12.25,44
2,heldout,targeted_strong_preserved,correctness,40,99973,12.5625,37
2,heldout,targeted_strong_preserved,correctness,40,75075,2.328125,22316
2,heldout,targeted_strong_preserved,correctness,42,97817,14.625,12
2,heldout,targeted_strong_preserved,correctness,42,99973,14.875,10
2,heldout,targeted_strong_preserved,correctness,42,75075,1.6484375,40970
2,heldout,targeted_strong_preserved,confidence,38,97817,9.6875,93
2,heldout,targeted_strong_preserved,confidence,38,99973,12.375,24
2,heldout,targeted_strong_preserved,confidence,38,75075,2.84375,21801
2,heldout,targeted_strong_preserved,confidence,40,97817,10.0,85
2,heldout,targeted_strong_preserved,confidence,40,99973,12.5625,24
2,heldout,targeted_strong_preserved,confidence,40,75075,2.65625,21971
2,heldout,targeted_strong_preserved,confidence,42,97817,10.3125,64
2,heldout,targeted_strong_preserved,confidence,42,99973,13.1875,14
2,heldout,targeted_strong_preserved,confidence,42,75075,2.765625,18707
2,heldout,random_strong_preserved,correctness,38,97817,10.9375,79
2,heldout,random_strong_preserved,correctness,38,99973,11.4375,57
2,heldout,random_strong_preserved,correctness,38,75075,2.796875,18751
2,heldout,random_strong_preserved,correctness,40,97817,12.125,48
2,heldout,random_strong_preserved,correctness,40,99973,12.5,39
2,heldout,random_strong_preserved,correctness,40,75075,2.296875,22454
2,heldout,random_strong_preserved,correctness,42,97817,14.5625,13
2,heldout,random_strong_preserved,correctness,42,99973,14.8125,10
2,heldout,random_strong_preserved,correctness,42,75075,1.6796875,40250
2,heldout,random_strong_preserved,confidence,38,97817,9.625,95
2,heldout,random_strong_preserved,confidence,38,99973,12.3125,28
2,heldout,random_strong_preserved,confidence,38,75075,2.84375,21784
2,heldout,random_strong_preserved,confidence,40,97817,10.0,86
2,heldout,random_strong_preserved,confidence,40,99973,12.5625,23
2,heldout,random_strong_preserved,confidence,40,75075,2.640625,22151
2,heldout,random_strong_preserved,confidence,42,97817,10.3125,64
2,heldout,random_strong_preserved,confidence,42,99973,13.125,15
2,heldout,random_strong_preserved,confidence,42,75075,2.8125,18103
2,heldout,support_matched_alternative_preserved,correctness,38,97817,10.9375,78
2,heldout,support_matched_alternative_preserved,correctness,38,99973,11.4375,58
2,heldout,support_matched_alternative_preserved,correctness,38,75075,2.890625,17975
2,heldout,support_matched_alternative_preserved,correctness,40,97817,12.25,45
2,heldout,support_matched_alternative_preserved,correctness,40,99973,12.625,38
2,heldout,support_matched_alternative_preserved,correctness,40,75075,2.359375,22058
2,heldout,support_matched_alternative_preserved,correctness,42,97817,14.6875,11
2,heldout,support_matched_alternative_preserved,correctness,42,99973,14.875,10
2,heldout,support_matched_alternative_preserved,correctness,42,75075,1.671875,41040
2,heldout,support_matched_alternative_preserved,confidence,38,97817,9.625,95
2,heldout,support_matched_alternative_preserved,confidence,38,99973,12.375,23
2,heldout,support_matched_alternative_preserved,confidence,38,75075,2.859375,21834
2,heldout,support_matched_alternative_preserved,confidence,40,97817,10.0,84
2,heldout,support_matched_alternative_preserved,confidence,40,99973,12.625,22
2,heldout,support_matched_alternative_preserved,confidence,40,75075,2.6875,21646
2,heldout,support_matched_alternative_preserved,confidence,42,97817,10.3125,64
2,heldout,support_matched_alternative_preserved,confidence,42,99973,13.125,14
2,heldout,support_matched_alternative_preserved,confidence,42,75075,2.828125,17912
2,heldout,alternative_random_preserved,correctness,38,97817,11.0,76
2,heldout,alternative_random_preserved,correctness,38,99973,11.5,55
2,heldout,alternative_random_preserved,correctness,38,75075,2.859375,18219
2,heldout,alternative_random_preserved,correctness,40,97817,12.25,45
2,heldout,alternative_random_preserved,correctness,40,99973,12.625,35
2,heldout,alternative_random_preserved,correctness,40,75075,2.3125,22408
2,heldout,alternative_random_preserved,correctness,42,97817,14.6875,11
2,heldout,alternative_random_preserved,correctness,42,99973,14.875,10
2,heldout,alternative_random_preserved,correctness,42,75075,1.6953125,40213
2,heldout,alternative_random_preserved,confidence,38,97817,9.625,98
2,heldout,alternative_random_preserved,confidence,38,99973,12.3125,28
2,heldout,alternative_random_preserved,confidence,38,75075,2.875,21576
2,heldout,alternative_random_preserved,confidence,40,97817,10.0,83
2,heldout,alternative_random_preserved,confidence,40,99973,12.5625,23
2,heldout,alternative_random_preserved,confidence,40,75075,2.65625,22117
2,heldout,alternative_random_preserved,confidence,42,97817,10.3125,64
2,heldout,alternative_random_preserved,confidence,42,99973,13.1875,14
2,heldout,alternative_random_preserved,confidence,42,75075,2.828125,18038
2,heldout,targeted_strong_reset,correctness,38,97817,10.9375,78
2,heldout,targeted_strong_reset,correctness,38,99973,11.4375,58
2,heldout,targeted_strong_reset,correctness,38,75075,2.8125,18571
2,heldout,targeted_strong_reset,correctness,40,97817,12.1875,47
2,heldout,targeted_strong_reset,correctness,40,99973,12.5625,37
2,heldout,targeted_strong_reset,correctness,40,75075,2.296875,22422
2,heldout,targeted_strong_reset,correctness,42,97817,14.625,12
2,heldout,targeted_strong_reset,correctness,42,99973,14.875,10
2,heldout,targeted_strong_reset,correctness,42,75075,1.671875,40535
2,heldout,targeted_strong_reset,confidence,38,97817,9.625,97
2,heldout,targeted_strong_reset,confidence,38,99973,12.3125,27
2,heldout,targeted_strong_reset,confidence,38,75075,2.828125,21901
2,heldout,targeted_strong_reset,confidence,40,97817,10.0,86
2,heldout,targeted_strong_reset,confidence,40,99973,12.5625,23
2,heldout,targeted_strong_reset,confidence,40,75075,2.65625,21833
2,heldout,targeted_strong_reset,confidence,42,97817,10.3125,64
2,heldout,targeted_strong_reset,confidence,42,99973,13.125,14
2,heldout,targeted_strong_reset,confidence,42,75075,2.828125,17916
2,heldout,clean_reset,correctness,38,97817,10.9375,78
2,heldout,clean_reset,correctness,38,99973,11.4375,58
2,heldout,clean_reset,correctness,38,75075,2.8125,18571
2,heldout,clean_reset,correctness,40,97817,12.1875,47
2,heldout,clean_reset,correctness,40,99973,12.5625,37
2,heldout,clean_reset,correctness,40,75075,2.296875,22422
2,heldout,clean_reset,correctness,42,97817,14.625,12
2,heldout,clean_reset,correctness,42,99973,14.875,10
2,heldout,clean_reset,correctness,42,75075,1.671875,40535
2,heldout,clean_reset,confidence,38,97817,9.625,97
2,heldout,clean_reset,confidence,38,99973,12.3125,27
2,heldout,clean_reset,confidence,38,75075,2.828125,21901
2,heldout,clean_reset,confidence,40,97817,10.0,86
2,heldout,clean_reset,confidence,40,99973,12.5625,23
2,heldout,clean_reset,confidence,40,75075,2.65625,21833
2,heldout,clean_reset,confidence,42,97817,10.3125,64
2,heldout,clean_reset,confidence,42,99973,13.125,14
2,heldout,clean_reset,confidence,42,75075,2.828125,17916
2,heldout,targeted_weak_preserved,correctness,38,97817,10.9375,77
2,heldout,targeted_weak_preserved,correctness,38,99973,11.375,62
2,heldout,targeted_weak_preserved,correctness,38,75075,2.828125,18437
2,heldout,targeted_weak_preserved,correctness,40,97817,12.1875,47
2,heldout,targeted_weak_preserved,correctness,40,99973,12.5625,37
2,heldout,targeted_weak_preserved,correctness,40,75075,2.328125,22149
2,heldout,targeted_weak_preserved,correctness,42,97817,14.625,13
2,heldout,targeted_weak_preserved,correctness,42,99973,14.8125,10
2,heldout,targeted_weak_preserved,correctness,42,75075,1.6328125,41283
2,heldout,targeted_weak_preserved,confidence,38,97817,9.6875,92
2,heldout,targeted_weak_preserved,confidence,38,99973,12.375,25
2,heldout,targeted_weak_preserved,confidence,38,75075,2.84375,21791
2,heldout,targeted_weak_preserved,confidence,40,97817,10.0,85
2,heldout,targeted_weak_preserved,confidence,40,99973,12.5625,24
2,heldout,targeted_weak_preserved,confidence,40,75075,2.65625,21947
2,heldout,targeted_weak_preserved,confidence,42,97817,10.3125,64
2,heldout,targeted_weak_preserved,confidence,42,99973,13.1875,14
2,heldout,targeted_weak_preserved,confidence,42,75075,2.78125,18499
3,heldout,clean_preserved,correctness,38,97817,11.5,50
3,heldout,clean_preserved,correctness,38,99973,12.4375,33
3,heldout,clean_preserved,correctness,38,75075,3.078125,17903
3,heldout,clean_preserved,correctness,40,97817,12.5625,34
3,heldout,clean_preserved,correctness,40,99973,13.625,21
3,heldout,clean_preserved,correctness,40,75075,2.640625,19402
3,heldout,clean_preserved,correctness,42,97817,14.625,7
3,heldout,clean_preserved,correctness,42,99973,15.4375,4
3,heldout,clean_preserved,correctness,42,75075,2.234375,31938
3,heldout,clean_preserved,confidence,38,97817,9.4375,112
3,heldout,clean_preserved,confidence,38,99973,12.1875,26
3,heldout,clean_preserved,confidence,38,75075,2.921875,22539
3,heldout,clean_preserved,confidence,40,97817,9.9375,81
3,heldout,clean_preserved,confidence,40,99973,12.5,22
3,heldout,clean_preserved,confidence,40,75075,2.78125,21592
3,heldout,clean_preserved,confidence,42,97817,10.0,77
3,heldout,clean_preserved,confidence,42,99973,12.75,16
3,heldout,clean_preserved,confidence,42,75075,2.953125,17519
3,heldout,targeted_strong_preserved,correctness,38,97817,11.5,49
3,heldout,targeted_strong_preserved,correctness,38,99973,12.5,32
3,heldout,targeted_strong_preserved,correctness,38,75075,3.15625,17142
3,heldout,targeted_strong_preserved,correctness,40,97817,12.75,34
3,heldout,targeted_strong_preserved,correctness,40,99973,13.75,20
3,heldout,targeted_strong_preserved,correctness,40,75075,2.71875,18700
3,heldout,targeted_strong_preserved,correctness,42,97817,14.8125,7
3,heldout,targeted_strong_preserved,correctness,42,99973,15.625,4
3,heldout,targeted_strong_preserved,correctness,42,75075,2.234375,32056
3,heldout,targeted_strong_preserved,confidence,38,97817,9.5,108
3,heldout,targeted_strong_preserved,confidence,38,99973,12.1875,25
3,heldout,targeted_strong_preserved,confidence,38,75075,2.96875,22013
3,heldout,targeted_strong_preserved,confidence,40,97817,9.9375,82
3,heldout,targeted_strong_preserved,confidence,40,99973,12.5,23
3,heldout,targeted_strong_preserved,confidence,40,75075,2.828125,21046
3,heldout,targeted_strong_preserved,confidence,42,97817,10.0,79
3,heldout,targeted_strong_preserved,confidence,42,99973,12.8125,16
3,heldout,targeted_strong_preserved,confidence,42,75075,2.9375,17739
3,heldout,random_strong_preserved,correctness,38,97817,11.4375,54
3,heldout,random_strong_preserved,correctness,38,99973,12.4375,33
3,heldout,random_strong_preserved,correctness,38,75075,3.078125,17886
3,heldout,random_strong_preserved,correctness,40,97817,12.5625,36
3,heldout,random_strong_preserved,correctness,40,99973,13.625,22
3,heldout,random_strong_preserved,correctness,40,75075,2.625,19656
3,heldout,random_strong_preserved,correctness,42,97817,14.625,8
3,heldout,random_strong_preserved,correctness,42,99973,15.5,4
3,heldout,random_strong_preserved,correctness,42,75075,2.203125,32654
3,heldout,random_strong_preserved,confidence,38,97817,9.5,106
3,heldout,random_strong_preserved,confidence,38,99973,12.1875,26
3,heldout,random_strong_preserved,confidence,38,75075,2.90625,22929
3,heldout,random_strong_preserved,confidence,40,97817,9.9375,83
3,heldout,random_strong_preserved,confidence,40,99973,12.5,21
3,heldout,random_strong_preserved,confidence,40,75075,2.78125,21651
3,heldout,random_strong_preserved,confidence,42,97817,10.0,77
3,heldout,random_strong_preserved,confidence,42,99973,12.75,16
3,heldout,random_strong_preserved,confidence,42,75075,2.9375,17681
3,heldout,support_matched_alternative_preserved,correctness,38,97817,11.375,56
3,heldout,support_matched_alternative_preserved,correctness,38,99973,12.375,34
3,heldout,support_matched_alternative_preserved,correctness,38,75075,3.171875,16828
3,heldout,support_matched_alternative_preserved,correctness,40,97817,12.625,36
3,heldout,support_matched_alternative_preserved,correctness,40,99973,13.6875,23
3,heldout,support_matched_alternative_preserved,correctness,40,75075,2.71875,18724
3,heldout,support_matched_alternative_preserved,correctness,42,97817,14.6875,9
3,heldout,support_matched_alternative_preserved,correctness,42,99973,15.5625,5
3,heldout,support_matched_alternative_preserved,correctness,42,75075,2.21875,31887
3,heldout,support_matched_alternative_preserved,confidence,38,97817,9.4375,109
3,heldout,support_matched_alternative_preserved,confidence,38,99973,12.1875,26
3,heldout,support_matched_alternative_preserved,confidence,38,75075,2.921875,22258
3,heldout,support_matched_alternative_preserved,confidence,40,97817,9.875,83
3,heldout,support_matched_alternative_preserved,confidence,40,99973,12.4375,23
3,heldout,support_matched_alternative_preserved,confidence,40,75075,2.765625,21616
3,heldout,support_matched_alternative_preserved,confidence,42,97817,10.0,78
3,heldout,support_matched_alternative_preserved,confidence,42,99973,12.75,16
3,heldout,support_matched_alternative_preserved,confidence,42,75075,2.90625,17970
3,heldout,alternative_random_preserved,correctness,38,97817,11.5,49
3,heldout,alternative_random_preserved,correctness,38,99973,12.4375,32
3,heldout,alternative_random_preserved,correctness,38,75075,3.078125,18039
3,heldout,alternative_random_preserved,correctness,40,97817,12.5625,34
3,heldout,alternative_random_preserved,correctness,40,99973,13.625,19
3,heldout,alternative_random_preserved,correctness,40,75075,2.671875,19134
3,heldout,alternative_random_preserved,correctness,42,97817,14.625,7
3,heldout,alternative_random_preserved,correctness,42,99973,15.4375,4
3,heldout,alternative_random_preserved,correctness,42,75075,2.25,31750
3,heldout,alternative_random_preserved,confidence,38,97817,9.5,104
3,heldout,alternative_random_preserved,confidence,38,99973,12.1875,25
3,heldout,alternative_random_preserved,confidence,38,75075,2.921875,22635
3,heldout,alternative_random_preserved,confidence,40,97817,9.9375,82
3,heldout,alternative_random_preserved,confidence,40,99973,12.4375,23
3,heldout,alternative_random_preserved,confidence,40,75075,2.78125,21688
3,heldout,alternative_random_preserved,confidence,42,97817,10.0,78
3,heldout,alternative_random_preserved,confidence,42,99973,12.75,16
3,heldout,alternative_random_preserved,confidence,42,75075,2.9375,17725
3,heldout,targeted_strong_reset,correctness,38,97817,11.5,50
3,heldout,targeted_strong_reset,correctness,38,99973,12.4375,33
3,heldout,targeted_strong_reset,correctness,38,75075,3.078125,17903
3,heldout,targeted_strong_reset,correctness,40,97817,12.5625,34
3,heldout,targeted_strong_reset,correctness,40,99973,13.625,21
3,heldout,targeted_strong_reset,correctness,40,75075,2.640625,19402
3,heldout,targeted_strong_reset,correctness,42,97817,14.625,7
3,heldout,targeted_strong_reset,correctness,42,99973,15.4375,4
3,heldout,targeted_strong_reset,correctness,42,75075,2.234375,31938
3,heldout,targeted_strong_reset,confidence,38,97817,9.4375,112
3,heldout,targeted_strong_reset,confidence,38,99973,12.1875,26
3,heldout,targeted_strong_reset,confidence,38,75075,2.921875,22539
3,heldout,targeted_strong_reset,confidence,40,97817,9.9375,81
3,heldout,targeted_strong_reset,confidence,40,99973,12.5,22
3,heldout,targeted_strong_reset,confidence,40,75075,2.78125,21592
3,heldout,targeted_strong_reset,confidence,42,97817,10.0,77
3,heldout,targeted_strong_reset,confidence,42,99973,12.75,16
3,heldout,targeted_strong_reset,confidence,42,75075,2.953125,17519
3,heldout,clean_reset,correctness,38,97817,11.5,50
3,heldout,clean_reset,correctness,38,99973,12.4375,33
3,heldout,clean_reset,correctness,38,75075,3.078125,17903
3,heldout,clean_reset,correctness,40,97817,12.5625,34
3,heldout,clean_reset,correctness,40,99973,13.625,21
3,heldout,clean_reset,correctness,40,75075,2.640625,19402
3,heldout,clean_reset,correctness,42,97817,14.625,7
3,heldout,clean_reset,correctness,42,99973,15.4375,4
3,heldout,clean_reset,correctness,42,75075,2.234375,31938
3,heldout,clean_reset,confidence,38,97817,9.4375,112
3,heldout,clean_reset,confidence,38,99973,12.1875,26
3,heldout,clean_reset,confidence,38,75075,2.921875,22539
3,heldout,clean_reset,confidence,40,97817,9.9375,81
3,heldout,clean_reset,confidence,40,99973,12.5,22
3,heldout,clean_reset,confidence,40,75075,2.78125,21592
3,heldout,clean_reset,confidence,42,97817,10.0,77
3,heldout,clean_reset,confidence,42,99973,12.75,16
3,heldout,clean_reset,confidence,42,75075,2.953125,17519
3,heldout,targeted_weak_preserved,correctness,38,97817,11.5,50
3,heldout,targeted_weak_preserved,correctness,38,99973,12.5,33
3,heldout,targeted_weak_preserved,correctness,38,75075,3.140625,17203
3,heldout,targeted_weak_preserved,correctness,40,97817,12.6875,34
3,heldout,targeted_weak_preserved,correctness,40,99973,13.75,19
3,heldout,targeted_weak_preserved,correctness,40,75075,2.6875,19055
3,heldout,targeted_weak_preserved,correctness,42,97817,14.75,8
3,heldout,targeted_weak_preserved,correctness,42,99973,15.625,4
3,heldout,targeted_weak_preserved,correctness,42,75075,2.21875,32252
3,heldout,targeted_weak_preserved,confidence,38,97817,9.5,108
3,heldout,targeted_weak_preserved,confidence,38,99973,12.1875,25
3,heldout,targeted_weak_preserved,confidence,38,75075,2.953125,22094
3,heldout,targeted_weak_preserved,confidence,40,97817,9.9375,82
3,heldout,targeted_weak_preserved,confidence,40,99973,12.5,23
3,heldout,targeted_weak_preserved,confidence,40,75075,2.828125,20906
3,heldout,targeted_weak_preserved,confidence,42,97817,10.0,79
3,heldout,targeted_weak_preserved,confidence,42,99973,12.8125,16
3,heldout,targeted_weak_preserved,confidence,42,75075,2.9375,17682
4,heldout,clean_preserved,correctness,38,97817,10.8125,75
4,heldout,clean_preserved,correctness,38,99973,11.6875,46
4,heldout,clean_preserved,correctness,38,75075,3.09375,17110
4,heldout,clean_preserved,correctness,40,97817,12.0,48
4,heldout,clean_preserved,correctness,40,99973,12.75,30
4,heldout,clean_preserved,correctness,40,75075,2.515625,21253
4,heldout,clean_preserved,correctness,42,97817,14.375,11
4,heldout,clean_preserved,correctness,42,99973,15.0,8
4,heldout,clean_preserved,correctness,42,75075,1.921875,40074
