item_id,item_type,condition,domain,difficulty,analysis_family,is_primary_estimand,attempt_order,intervention_mode,intervention_scope,direction_source_selector,direction_source_position,localized_target_selector,localized_target_position,applied_prompt_position_count,steer_generated,max_injection_fraction,requested_strength,effective_strength_after_cap,feature_label,feature_id,token_id,direction_sha256,layer,layer_selection_reason,raw_rank,word_filtered_rank,rank_policy,baseline_output_raw,baseline_output_normalized,intervened_output_raw,intervened_output_normalized,baseline_valid,intervened_valid,labels,expected_judgment,factual_correct,baseline_judgment_correct,intervened_judgment_correct,baseline_margin,intervened_margin,delta_margin,baseline_oriented_margin,intervened_oriented_margin,delta_oriented_margin,candidate_score_before,candidate_score_after,flipped,flip_effect,generated_positions_steered,duration_seconds
8,calibration,self,literature,1,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,74,,,93,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,73,27,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,9.375068082583311,1.7624858220733586,-7.612582260509953,9.375068082583311,1.7624858220733586,-7.612582260509953,10.5,-28.625,False,no_flip,True,1.3410040587186813
8,calibration,other,literature,1,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,74,,,93,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,17,3,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,8.000127446807255,0.3789014717040118,-7.621225975103243,8.000127446807255,0.3789014717040118,-7.621225975103243,12.8125,-28.0,False,no_flip,True,1.3351084906607866
8,calibration,self,literature,1,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,74,,,93,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,73,27,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,9.375068082583311,1.7626402829700965,-7.612427799613215,9.375068082583311,1.7626402829700965,-7.612427799613215,10.5,-28.625,False,no_flip,True,1.3272026609629393
8,calibration,other,literature,1,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,74,,,93,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,17,3,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,8.000127446807255,0.37915943942789454,-7.620968007379361,8.000127446807255,0.37915943942789454,-7.620968007379361,12.8125,-28.0,False,no_flip,True,1.2820460461080074
9,calibration,self,geography,1,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,78,,,97,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,37,17,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,8.500059899193502,2.124715218495112,-6.37534468069839,8.500059899193502,2.124715218495112,-6.37534468069839,11.5,-28.5,False,no_flip,True,1.2875287290662527
9,calibration,other,geography,1,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,78,,,97,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,14,3,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,8.12516602333585,0.910856775008142,-7.214309248327709,8.12516602333585,0.910856775008142,-7.214309248327709,12.9375,-28.0,False,no_flip,True,1.2836350109428167
9,calibration,self,geography,1,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,78,,,97,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,37,17,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,8.500059899193502,2.297125117504038,-6.202934781689464,8.500059899193502,2.297125117504038,-6.202934781689464,11.5,-28.375,False,no_flip,True,1.3372873291373253
9,calibration,other,geography,1,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,78,,,97,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,14,3,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,8.12516602333585,0.9014924039656762,-7.2236736193701745,8.12516602333585,0.9014924039656762,-7.2236736193701745,12.9375,-28.0,False,no_flip,True,1.3440042678266764
10,calibration,self,biology,2,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,98,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,59,20,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,3.1250117979445804,0.9074123680620687,-2.2175994298825117,3.1250117979445804,0.9074123680620687,-2.2175994298825117,10.875,-28.75,False,no_flip,True,1.2969487085938454
10,calibration,other,biology,2,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,98,True,1.0,-1.7,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,14,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,3.8750270397661097,0.2565327823976986,-3.618494257368411,3.8750270397661097,0.2565327823976986,-3.618494257368411,13.1875,-28.25,False,no_flip,True,1.2911762315779924
10,calibration,self,biology,2,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,98,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,59,20,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,3.1250117979445804,1.0360868887364632,-2.0889249092081172,3.1250117979445804,1.0360868887364632,-2.0889249092081172,10.875,-28.75,False,no_flip,True,1.2922082412987947
10,calibration,other,biology,2,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,98,True,1.0,-1.8,-1.0,评价,vocab_token:97817,97817,8a87e6e3f1867b77d6b1e41a3304949df1310120316964b73eb3391f0877cfb6,40,frozen_layer_40_no_rank_gate,14,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,3.8750270397661097,0.25665493472479284,-3.618372105041317,3.8750270397661097,0.25665493472479284,-3.618372105041317,13.1875,-28.25,False,no_flip,True,1.4097322672605515
