item_id,item_type,condition,domain,difficulty,analysis_family,is_primary_estimand,attempt_order,intervention_mode,intervention_scope,direction_source_selector,direction_source_position,localized_target_selector,localized_target_position,applied_prompt_position_count,steer_generated,max_injection_fraction,requested_strength,effective_strength_after_cap,feature_label,feature_id,token_id,direction_sha256,layer,layer_selection_reason,raw_rank,word_filtered_rank,rank_policy,baseline_output_raw,baseline_output_normalized,intervened_output_raw,intervened_output_normalized,baseline_valid,intervened_valid,labels,expected_judgment,factual_correct,baseline_judgment_correct,intervened_judgment_correct,baseline_margin,intervened_margin,delta_margin,baseline_oriented_margin,intervened_oriented_margin,delta_oriented_margin,candidate_score_before,candidate_score_after,flipped,flip_effect,generated_positions_steered,duration_seconds
2,calibration,self,geography,1,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,75,,,94,True,1.0,-1.8,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,63,27,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,6.250055580101389,2.254823989590477,-3.9952315905109117,6.250055580101389,2.254823989590477,-3.9952315905109117,10.8125,-29.625,False,no_flip,True,1.3389097303152084
2,calibration,other,geography,1,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,75,,,94,True,1.0,-1.8,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,17,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,8.37507897664409,1.9044655108464212,-6.470613465797669,8.37507897664409,1.9044655108464212,-6.470613465797669,12.8125,-29.375,False,no_flip,True,1.3315277267247438
3,calibration,self,biology,1,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,72,,,91,True,1.0,-1.7,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,37,16,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,13.187558110143073,2.5017844602298283,-10.685773649913244,13.187558110143073,2.5017844602298283,-10.685773649913244,12.0625,-29.75,False,no_flip,True,1.281125284731388
3,calibration,other,biology,1,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,72,,,91,True,1.0,-1.7,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,10,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,10.12513876683397,2.251190923205286,-7.8739478436286845,10.12513876683397,2.251190923205286,-7.8739478436286845,13.5625,-29.375,False,no_flip,True,1.2859120462089777
3,calibration,self,biology,1,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,72,,,91,True,1.0,-1.8,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,37,16,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,13.187558110143073,2.376537380022455,-10.811020730120617,13.187558110143073,2.376537380022455,-10.811020730120617,12.0625,-29.75,False,no_flip,True,1.4809764176607132
3,calibration,other,biology,1,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,72,,,91,True,1.0,-1.8,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,10,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,10.12513876683397,2.376194081365611,-7.748944685468359,10.12513876683397,2.376194081365611,-7.748944685468359,13.5625,-29.375,False,no_flip,True,1.5544156767427921
4,calibration,self,chemistry,1,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,75,,,94,True,1.0,-1.7,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,61,24,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.062635756588406,2.8781695094421593,-8.184466247146247,11.062635756588406,2.8781695094421593,-8.184466247146247,10.875,-29.75,False,no_flip,True,1.2801574487239122
4,calibration,other,chemistry,1,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,75,,,94,True,1.0,-1.7,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,12,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.000142574426945,2.5311514015902503,-8.468991172836695,11.000142574426945,2.5311514015902503,-8.468991172836695,13.375,-29.375,False,no_flip,True,1.2885331194847822
4,calibration,self,chemistry,1,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,75,,,94,True,1.0,-1.8,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,61,24,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.062635756588406,2.8777975210632576,-8.184838235525149,11.062635756588406,2.8777975210632576,-8.184838235525149,10.875,-29.75,False,no_flip,True,1.305305890738964
4,calibration,other,chemistry,1,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,75,,,94,True,1.0,-1.8,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,12,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.000142574426945,2.652505769079653,-8.347636805347292,11.000142574426945,2.652505769079653,-8.347636805347292,13.375,-29.375,False,no_flip,True,1.2835835721343756
5,calibration,self,geography,1,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,82,,,101,True,1.0,-1.7,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,21,5,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.000151284741833,2.767618025520278,-8.232533259221555,11.000151284741833,2.767618025520278,-8.232533259221555,12.6875,-29.5,False,no_flip,True,1.2945425733923912
5,calibration,other,geography,1,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,82,,,101,True,1.0,-1.7,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,13,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.625927759947217,2.426492987155143,-9.199434772792074,11.625927759947217,2.426492987155143,-9.199434772792074,13.25,-29.375,False,no_flip,True,1.3087168857455254
5,calibration,self,geography,1,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,82,,,101,True,1.0,-1.8,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,21,5,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.000151284741833,2.7679295806192385,-8.232221704122594,11.000151284741833,2.7679295806192385,-8.232221704122594,12.6875,-29.5,False,no_flip,True,1.335053212940693
5,calibration,other,geography,1,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,82,,,101,True,1.0,-1.8,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,13,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.625927759947217,2.5460599080270185,-9.079867851920199,11.625927759947217,2.5460599080270185,-9.079867851920199,13.25,-29.375,False,no_flip,True,1.29279575496912
6,calibration,self,biology,1,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,78,,,97,True,1.0,-1.7,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,49,22,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,10.87511358231609,2.87558864202947,-7.999524940286619,10.87511358231609,2.87558864202947,-7.999524940286619,11.3125,-29.625,False,no_flip,True,1.489710146561265
6,calibration,other,biology,1,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,78,,,97,True,1.0,-1.7,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,13,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.375093102932738,2.7534480983049434,-8.621645004627794,11.375093102932738,2.7534480983049434,-8.621645004627794,13.0625,-29.625,False,no_flip,True,1.3417914994060993
6,calibration,self,biology,1,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,78,,,97,True,1.0,-1.8,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,49,22,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,10.87511358231609,2.750587780152273,-8.124525802163816,10.87511358231609,2.750587780152273,-8.124525802163816,11.3125,-29.625,False,no_flip,True,1.3383649364113808
6,calibration,other,biology,1,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,78,,,97,True,1.0,-1.8,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,13,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,11.375093102932738,2.6284557560811663,-8.746637346851571,11.375093102932738,2.6284557560811663,-8.746637346851571,13.0625,-29.5,False,no_flip,True,1.2937468942254782
7,calibration,self,physics,1,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,73,,,92,True,1.0,-1.7,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,30,11,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,13.250052297784805,2.7534436095775163,-10.496608688207289,13.250052297784805,2.7534436095775163,-10.496608688207289,11.9375,-29.75,False,no_flip,True,1.2881202809512615
7,calibration,other,physics,1,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,73,,,92,True,1.0,-1.7,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,10,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,9.3750919246163,2.530392675276744,-6.8446992493395555,9.3750919246163,2.530392675276744,-6.8446992493395555,13.375,-29.5,False,no_flip,True,1.2775851227343082
7,calibration,self,physics,1,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,73,,,92,True,1.0,-1.8,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,30,11,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,13.250052297784805,2.628834417192593,-10.621217880592212,13.250052297784805,2.628834417192593,-10.621217880592212,11.9375,-29.75,False,no_flip,True,1.289396470412612
7,calibration,other,physics,1,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,73,,,92,True,1.0,-1.8,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,10,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,9.3750919246163,2.5269198050355044,-6.848172119580795,9.3750919246163,2.5269198050355044,-6.848172119580795,13.375,-29.5,False,no_flip,True,1.5052444525063038
8,calibration,self,literature,1,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,74,,,93,True,1.0,-1.7,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,58,23,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,9.375068082583311,2.5136108940978374,-6.861457188485474,9.375068082583311,2.5136108940978374,-6.861457188485474,10.9375,-29.75,False,no_flip,True,1.289788145571947
8,calibration,other,literature,1,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,74,,,93,True,1.0,-1.7,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,15,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,8.000127446807255,2.6412419950702315,-5.358885451737024,8.000127446807255,2.6412419950702315,-5.358885451737024,13.0,-29.5,False,no_flip,True,1.284916702657938
8,calibration,self,literature,1,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,74,,,93,True,1.0,-1.8,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,58,23,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,9.375068082583311,2.513910913091422,-6.861157169491889,9.375068082583311,2.513910913091422,-6.861157169491889,10.9375,-29.75,False,no_flip,True,1.285302322357893
8,calibration,other,literature,1,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,74,,,93,True,1.0,-1.8,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,15,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,8.000127446807255,2.7682186269157683,-5.231908819891487,8.000127446807255,2.7682186269157683,-5.231908819891487,13.0,-29.5,False,no_flip,True,1.2794217839837074
9,calibration,self,geography,1,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,78,,,97,True,1.0,-1.7,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,29,12,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,8.500059899193502,3.1318853977782055,-5.368174501415297,8.500059899193502,3.1318853977782055,-5.368174501415297,11.9375,-29.625,False,no_flip,True,1.3666115179657936
9,calibration,other,geography,1,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,78,,,97,True,1.0,-1.7,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,11,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,8.12516602333585,2.5143927356439235,-5.610773287691927,8.12516602333585,2.5143927356439235,-5.610773287691927,13.0625,-29.5,False,no_flip,True,1.3365683536976576
9,calibration,self,geography,1,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,78,,,97,True,1.0,-1.8,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,29,12,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,8.500059899193502,3.0064109224977074,-5.493648976695795,8.500059899193502,3.0064109224977074,-5.493648976695795,11.9375,-29.5,False,no_flip,True,1.3381865490227938
9,calibration,other,geography,1,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,78,,,97,True,1.0,-1.8,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,11,2,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,8.12516602333585,2.638855463876098,-5.486310559459753,8.12516602333585,2.638855463876098,-5.486310559459753,13.0625,-29.5,False,no_flip,True,1.3497532457113266
10,calibration,self,biology,2,paired_primary,True,1,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,98,True,1.0,-1.7,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,41,14,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,3.1250117979445804,1.63474019372552,-1.4902716042190605,3.1250117979445804,1.63474019372552,-1.4902716042190605,11.5,-29.75,False,no_flip,True,1.2813809718936682
10,calibration,other,biology,2,paired_primary,True,2,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,98,True,1.0,-1.7,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,17,3,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,3.8750270397661097,2.0147202108200872,-1.8603068289460225,3.8750270397661097,2.0147202108200872,-1.8603068289460225,13.0,-29.75,False,no_flip,True,1.2829660046845675
10,calibration,self,biology,2,paired_primary,True,3,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,98,True,1.0,-1.8,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,41,14,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,3.1250117979445804,1.6350537102352973,-1.489958087709283,3.1250117979445804,1.6350537102352973,-1.489958087709283,11.5,-29.75,False,no_flip,True,1.2837707288563251
10,calibration,other,biology,2,paired_primary,True,4,neuronpedia_global,all_prompt_positions_and_generated_tokens,question_mark,79,,,98,True,1.0,-1.8,-1.0,评估,vocab_token:99973,99973,c55ca3df206b88ee4dcaf291e77b8830ab68243ed25460e77d6d850604e7a107,40,frozen_layer_40_no_rank_gate,17,3,raw_rank,CORRECT,CORRECT,CORRECT,CORRECT,True,True,CORRECT/INCORRECT,CORRECT,True,True,True,3.8750270397661097,2.0161852308192465,-1.8588418089468632,3.8750270397661097,2.0161852308192465,-1.8588418089468632,13.0,-29.75,False,no_flip,True,1.2883284911513329
