item_id,item_type,domain,difficulty,labels,candidate_token_id,candidate_layer,factual_answer,factual_answer_sha256,same_question_and_answer,requested_strength,effective_strength_self,effective_strength_other,candidate_score_self,candidate_rank_self,candidate_word_filtered_rank_self,candidate_score_other,candidate_rank_other,candidate_word_filtered_rank_other,self_minus_other_candidate_score,candidate_rank_self_minus_other,baseline_margin_self,baseline_margin_other,baseline_oriented_margin_self,baseline_oriented_margin_other,intervened_margin_self,intervened_margin_other,steering_delta_raw_self,steering_delta_raw_other,steering_delta_self,steering_delta_other,self_minus_other_steering_effect,baseline_output_self,baseline_output_other,intervened_output_self,intervened_output_other,flipped_self,flipped_other,flip_effect_self,flip_effect_other
5,calibration,geography,1,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,12.6875,21,5,13.25,13,2,-0.5625,8,11.000151284741833,11.625927759947217,11.000151284741833,11.625927759947217,2.767618025520278,2.426492987155143,-8.232533259221555,-9.199434772792074,-8.232533259221555,-9.199434772792074,0.9669015135705195,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
5,calibration,geography,1,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,12.6875,21,5,13.25,13,2,-0.5625,8,11.000151284741833,11.625927759947217,11.000151284741833,11.625927759947217,2.7679295806192385,2.5460599080270185,-8.232221704122594,-9.079867851920199,-8.232221704122594,-9.079867851920199,0.8476461477976045,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
6,calibration,biology,1,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,11.3125,49,22,13.0625,13,2,-1.75,36,10.87511358231609,11.375093102932738,10.87511358231609,11.375093102932738,2.87558864202947,2.7534480983049434,-7.999524940286619,-8.621645004627794,-7.999524940286619,-8.621645004627794,0.6221200643411748,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
6,calibration,biology,1,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,11.3125,49,22,13.0625,13,2,-1.75,36,10.87511358231609,11.375093102932738,10.87511358231609,11.375093102932738,2.750587780152273,2.6284557560811663,-8.124525802163816,-8.746637346851571,-8.124525802163816,-8.746637346851571,0.6221115446877548,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
7,calibration,physics,1,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,11.9375,30,11,13.375,10,2,-1.4375,20,13.250052297784805,9.3750919246163,13.250052297784805,9.3750919246163,2.7534436095775163,2.530392675276744,-10.496608688207289,-6.8446992493395555,-10.496608688207289,-6.8446992493395555,-3.651909438867733,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
7,calibration,physics,1,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,11.9375,30,11,13.375,10,2,-1.4375,20,13.250052297784805,9.3750919246163,13.250052297784805,9.3750919246163,2.628834417192593,2.5269198050355044,-10.621217880592212,-6.848172119580795,-10.621217880592212,-6.848172119580795,-3.773045761011417,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
8,calibration,literature,1,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,10.9375,58,23,13.0,15,2,-2.0625,43,9.375068082583311,8.000127446807255,9.375068082583311,8.000127446807255,2.5136108940978374,2.6412419950702315,-6.861457188485474,-5.358885451737024,-6.861457188485474,-5.358885451737024,-1.5025717367484503,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
8,calibration,literature,1,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,10.9375,58,23,13.0,15,2,-2.0625,43,9.375068082583311,8.000127446807255,9.375068082583311,8.000127446807255,2.513910913091422,2.7682186269157683,-6.861157169491889,-5.231908819891487,-6.861157169491889,-5.231908819891487,-1.6292483496004024,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
9,calibration,geography,1,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,11.9375,29,12,13.0625,11,2,-1.125,18,8.500059899193502,8.12516602333585,8.500059899193502,8.12516602333585,3.1318853977782055,2.5143927356439235,-5.368174501415297,-5.610773287691927,-5.368174501415297,-5.610773287691927,0.24259878627663056,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
9,calibration,geography,1,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,11.9375,29,12,13.0625,11,2,-1.125,18,8.500059899193502,8.12516602333585,8.500059899193502,8.12516602333585,3.0064109224977074,2.638855463876098,-5.493648976695795,-5.486310559459753,-5.493648976695795,-5.486310559459753,-0.007338417236042005,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
10,calibration,biology,2,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,11.5,41,14,13.0,17,3,-1.5,24,3.1250117979445804,3.8750270397661097,3.1250117979445804,3.8750270397661097,1.63474019372552,2.0147202108200872,-1.4902716042190605,-1.8603068289460225,-1.4902716042190605,-1.8603068289460225,0.37003522472696204,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
10,calibration,biology,2,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,11.5,41,14,13.0,17,3,-1.5,24,3.1250117979445804,3.8750270397661097,3.1250117979445804,3.8750270397661097,1.6350537102352973,2.0161852308192465,-1.489958087709283,-1.8588418089468632,-1.489958087709283,-1.8588418089468632,0.3688837212375802,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
11,calibration,physics,2,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,12.5,24,6,13.8125,10,2,-1.3125,14,11.500036306263723,11.000117422717267,11.500036306263723,11.000117422717267,2.382004732209225,2.63062296901262,-9.118031574054498,-8.369494453704647,-9.118031574054498,-8.369494453704647,-0.7485371203498516,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
11,calibration,physics,2,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,12.5,24,6,13.8125,10,2,-1.3125,14,11.500036306263723,11.000117422717267,11.500036306263723,11.000117422717267,2.3812118348969307,2.7563240298895835,-9.118824471366793,-8.243793392827683,-9.118824471366793,-8.243793392827683,-0.8750310785391093,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
12,calibration,astronomy,2,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,11.1875,41,14,13.25,13,3,-2.0625,28,10.750097765785313,11.500146505231669,10.750097765785313,11.500146505231669,2.7511842798612633,2.7525463617985224,-7.998913485924049,-8.747600143433147,-7.998913485924049,-8.747600143433147,0.7486866575090971,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
12,calibration,astronomy,2,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,11.1875,41,14,13.25,13,3,-2.0625,28,10.750097765785313,11.500146505231669,10.750097765785313,11.500146505231669,2.7515271832708095,2.7525424389750697,-7.998570582514503,-8.7476040662566,-7.998570582514503,-8.7476040662566,0.749033483742096,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
13,calibration,physics,2,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,11.375,26,6,13.5625,10,3,-2.1875,16,1.0000083446275312,3.0000328454207192,1.0000083446275312,3.0000328454207192,1.2593994330081841,1.7593601837688766,0.25939108838065295,-1.2406726616518426,0.25939108838065295,-1.2406726616518426,1.5000637500324956,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
13,calibration,physics,2,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,11.375,26,6,13.5625,10,3,-2.1875,16,1.0000083446275312,3.0000328454207192,1.0000083446275312,3.0000328454207192,1.2582901415535162,1.7610560455395898,0.25828179692598496,-1.2389767998811294,0.25828179692598496,-1.2389767998811294,1.4972585968071144,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
14,calibration,medicine,2,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,12.4375,27,9,13.6875,11,2,-1.25,16,11.125062960999458,10.000119691237842,11.125062960999458,10.000119691237842,2.1304235135066847,2.2742145105148666,-8.994639447492773,-7.725905180722975,-8.994639447492773,-7.725905180722975,-1.2687342667697976,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
14,calibration,medicine,2,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,12.4375,27,9,13.6875,11,2,-1.25,16,11.125062960999458,10.000119691237842,11.125062960999458,10.000119691237842,2.1318515718794515,2.402391128762247,-8.993211389120006,-7.597728562475595,-8.993211389120006,-7.597728562475595,-1.395482826644411,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
15,calibration,biology,2,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,11.875,29,6,13.625,12,3,-1.75,17,11.750051987191682,11.875102280218925,11.750051987191682,11.875102280218925,2.501975076209419,2.754668782425142,-9.248076910982263,-9.120433497793783,-9.248076910982263,-9.120433497793783,-0.12764341318847983,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
15,calibration,biology,2,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,11.875,29,6,13.625,12,3,-1.75,17,11.750051987191682,11.875102280218925,11.750051987191682,11.875102280218925,2.5022276002619037,2.7541184962537955,-9.247824386929778,-9.12098378396513,-9.247824386929778,-9.12098378396513,-0.1268406029646485,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
16,calibration,geography,2,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,11.9375,35,16,13.1875,11,2,-1.25,24,13.812550082304824,9.875105389295413,13.812550082304824,9.875105389295413,2.7519629197067843,2.2710603481409635,-11.06058716259804,-7.60404504115445,-11.06058716259804,-7.60404504115445,-3.45654212144359,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
16,calibration,geography,2,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,11.9375,35,16,13.1875,11,2,-1.25,24,13.812550082304824,9.875105389295413,13.812550082304824,9.875105389295413,2.6272579268461413,2.143725593283307,-11.185292155458683,-7.7313797960121065,-11.185292155458683,-7.7313797960121065,-3.4539123594465764,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
17,calibration,biology,2,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,11.1875,52,23,13.1875,13,3,-2.0,39,11.875080409601424,11.875104786730162,11.875080409601424,11.875104786730162,2.885143633552616,2.7756346223795845,-8.989936776048808,-9.099470164350578,-8.989936776048808,-9.099470164350578,0.10953338830177017,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
17,calibration,biology,2,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,11.1875,52,23,13.1875,13,3,-2.0,39,11.875080409601424,11.875104786730162,11.875080409601424,11.875104786730162,2.885184291506448,2.7759088095008337,-8.989896118094975,-9.099195977229328,-8.989896118094975,-9.099195977229328,0.10929985913435303,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
18,calibration,geography,2,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,11.125,29,8,12.8125,13,3,-1.6875,16,0.37500393392656406,1.8750659353881929,0.37500393392656406,1.8750659353881929,1.0146111677822773,1.697631771725355,0.6396072338557133,-0.17743416366283782,0.6396072338557133,-0.17743416366283782,0.8170413975185511,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
18,calibration,geography,2,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,11.125,29,8,12.8125,13,3,-1.6875,16,0.37500393392656406,1.8750659353881929,0.37500393392656406,1.8750659353881929,1.0147167932818775,1.7055270317468967,0.6397128593553134,-0.1695389036412962,0.6397128593553134,-0.1695389036412962,0.8092517629966096,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
19,calibration,biology,2,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,10.8125,52,20,13.0,12,2,-2.1875,40,6.625049545922025,6.125126804161027,6.625049545922025,6.125126804161027,2.3800635393963603,2.1494025826286816,-4.244986006525664,-3.975724221532346,-4.244986006525664,-3.975724221532346,-0.26926178499331854,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
19,calibration,biology,2,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,10.8125,52,20,13.0,12,2,-2.1875,40,6.625049545922025,6.125126804161027,6.625049545922025,6.125126804161027,2.254584318954585,2.1492843026026094,-4.37046522696744,-3.975842501558418,-4.37046522696744,-3.975842501558418,-0.39462272540902177,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
20,calibration,biology,3,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,11.1875,53,19,13.3125,11,2,-2.125,42,9.62511406820613,9.37514556072449,9.62511406820613,9.37514556072449,2.3811450241537386,2.530878990153724,-7.243969044052392,-6.844266570570767,-7.243969044052392,-6.844266570570767,-0.399702473481625,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
20,calibration,biology,3,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,11.1875,53,19,13.3125,11,2,-2.125,42,9.62511406820613,9.37514556072449,9.62511406820613,9.37514556072449,2.5069384734742926,2.65588984779788,-7.118175594731838,-6.719255712926611,-7.118175594731838,-6.719255712926611,-0.3989198818052273,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
21,calibration,chemistry,3,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,12.5625,19,5,13.3125,11,3,-0.75,8,13.312573332178545,9.375146768888044,13.312573332178545,9.375146768888044,2.7542194031284453,2.7582906289917446,-10.5583539290501,-6.616856139896299,-10.5583539290501,-6.616856139896299,-3.9414977891538,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
21,calibration,chemistry,3,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,12.5625,19,5,13.3125,11,3,-0.75,8,13.312573332178545,9.375146768888044,13.312573332178545,9.375146768888044,2.7539935303957463,2.6327213278982526,-10.558579801782798,-6.742425440989791,-10.558579801782798,-6.742425440989791,-3.816154360793007,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
22,calibration,history,3,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,11.625,38,14,13.375,11,2,-1.75,27,11.500395510644353,11.250306585915496,11.500395510644353,11.250306585915496,2.5025210863204848,2.707189806144015,-8.997874424323868,-8.54311677977148,-8.997874424323868,-8.54311677977148,-0.4547576445523873,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
22,calibration,history,3,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,11.625,38,14,13.375,11,2,-1.75,27,11.500395510644353,11.250306585915496,11.500395510644353,11.250306585915496,2.502218949373855,2.7074553149614076,-8.998176561270498,-8.542851270954088,-8.998176561270498,-8.542851270954088,-0.45532529031640934,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
23,calibration,neuroscience,3,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,11.0,37,12,12.8125,13,3,-1.8125,24,4.000027771812938,4.6250910111116355,4.000027771812938,4.6250910111116355,1.4485795441105438,1.4065741868762416,-2.5514482277023944,-3.218516824235394,-2.5514482277023944,-3.218516824235394,0.6670685965329994,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
23,calibration,neuroscience,3,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,11.0,37,12,12.8125,13,3,-1.8125,24,4.000027771812938,4.6250910111116355,4.000027771812938,4.6250910111116355,1.4395335708359198,1.2775257684443204,-2.5604942009770184,-3.347565242667315,-2.5604942009770184,-3.347565242667315,0.7870710416902966,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
24,calibration,physics,3,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.7,-1.0,-1.0,11.625,41,16,13.5,11,2,-1.875,30,10.875066593973088,10.50009048630477,10.875066593973088,10.50009048630477,2.754382276440083,2.534546801212855,-8.120684317533005,-7.965543685091916,-8.120684317533005,-7.965543685091916,-0.1551406324410891,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
24,calibration,physics,3,CORRECT/INCORRECT,99973,40,Verdict: TRUE,45d42e561ca90f0d734ab56e3f7bbe6026a137c31956ac16b201249552241faa,True,-1.8,-1.0,-1.0,11.625,41,16,13.5,11,2,-1.875,30,10.875066593973088,10.50009048630477,10.875066593973088,10.50009048630477,2.7543857334594577,2.780460831887467,-8.12068086051363,-7.719629654417304,-8.12068086051363,-7.719629654417304,-0.4010512060963265,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
25,calibration,neuroscience,3,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.7,-1.0,-1.0,12.0625,29,11,13.625,10,2,-1.5625,19,12.500050471351187,11.250079525506862,12.500050471351187,11.250079525506862,2.5017192663672176,2.7547589937166777,-9.99833120498397,-8.495320531790185,-9.99833120498397,-8.495320531790185,-1.503010673193785,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
25,calibration,neuroscience,3,CORRECT/INCORRECT,99973,40,Verdict: FALSE,e0c99c534c8923c1bc35893350992fb2d2a141709ed0767588326031557b5ebe,True,-1.8,-1.0,-1.0,12.0625,29,11,13.625,10,2,-1.5625,19,12.500050471351187,11.250079525506862,12.500050471351187,11.250079525506862,2.3769036761295865,2.62964167867176,-10.1231467952216,-8.620437846835102,-10.1231467952216,-8.620437846835102,-1.5027089483864984,CORRECT,CORRECT,CORRECT,CORRECT,False,False,no_flip,no_flip
